problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,adjudicated_correct,decision_type,strict_qc_included
36,2301,darija,60,60,1,explicit_final,كانت فاللول 10 د الكرات ديال التلج. وكان التلج كيطيح بزيادة ديال 4 كرات كل 5 دقايق. شحال داز د الوقت (بالدقايق) باش يوصل المجموع لـ 58 كرة؟,"باش نحلّو هاد المشكل، خاصنا نحددو شحال من دورة ديال 5 دقائق خاصها باش العدد الإجمالي ديال الكرات ديال الثلج يوصل ل 58.

أولاً، نحددو العدد الأولي ديال الكرات ديال الثلج و الزيادة لكل دورة:
- العدد الأولي ديال الكرات ديال الثلج = 10
- الزيادة في عدد الكرات ديال الثلج كل 5 دقائق = 4

من بعد، نحسبو العدد الإجمالي ديال الكرات ديال الثلج اللي خاصنا نزيدو باش نوصلو ل 58:
- العدد الإجمالي ديال الكرات ديال الثلج المطلوب = 58
- العدد الإضافي ديال الكرات ديال الثلج المطلوب = العدد الإجمالي ديال الكرات ديال الثلج المطلوب - العدد الأولي ديال الكرات ديال الثلج
- العدد الإضافي ديال الكرات ديال الثلج المطلوب = 58 - 10 = 48

دابا، نحددو شحال من دورة ديال 5 دقائق خاصها باش نزيدو 48 كرة إضافية:
- عدد الدورات = العدد الإضافي ديال الكرات ديال الثلج المطلوب / الزيادة في عدد الكرات ديال الثلج لكل دورة
- عدد الدورات = 48 / 4 = 12

أخيراً، نحسبو الوقت الإجمالي بالدقائق:
- الوقت الإجمالي = عدد الدورات * طول الدورة (بالدقائق)
- الوقت الإجمالي = 12 * 5 = 60 دقيقة

FINAL ANSWER: 60
",stop,144,402,546,success,,1,AUTO_CORRECT,1
37,6675,english,60,60,1,last_number,James buys 6 t-shirts for 50% off.  They each cost $20.  How much did he pay?,"To solve this problem, we need to calculate the total cost of the t-shirts after applying the discount.

1. **Determine the original price of one t-shirt:**
   Each t-shirt costs $20.

2. **Calculate the discount amount per t-shirt:**
   The discount is 50%, so the discount amount per t-shirt is:
   \[
   \text{Discount per t-shirt} = 20 \times \frac{50}{100} = 20 \times 0.5 = 10
   \]

3. **Calculate the discounted price per t-shirt:**
   Subtract the discount from the original price:
   \[
   \text{Discounted price per t-shirt} = 20 - 10 = 10
   \]

4. **Calculate the total cost for 6 t-shirts at the discounted price:**
   Multiply the discounted price per t-shirt by the number of t-shirts:
   \[
   \text{Total cost} = 10 \times 6 = 60
   \]

So, James paid $60 for the 6 t-shirts.

#### 60
",stop,108,249,357,success,,1,AUTO_CORRECT,1
37,6675,darija,60,60,1,explicit_final,جمال شرا 6 د التونيّات (T-shirts) ف الصولد بـ 50%. التمن الأصلي د الواحد هو 20 درهم. شحال خلص جمال ف المجموع؟,"باش نحلّو هاد المشكل، غادي نتبعو الخطوات التالية:

1.  **Identify the original price of one T-shirt**: التمن الأصلي ديال واحد ال T-shirt هو 20 درهم.

2.  **Calculate the discount amount for one T-shirt**: حيت كاين تخفيض ديال 50%، التخفيض على واحد ال T-shirt هو 50% من 20 درهم.
    \[
    \text{Discount} = 0.50 \times 20 = 10 \text{ dirhams}
    \]

3.  **Determine the sale price of one T-shirt**: الثمن ديال البيع هو الثمن الأصلي ناقص التخفيض.
    \[
    \text{Sale Price} = 20 - 10 = 10 \text{ dirhams}
    \]

4.  **Calculate the total cost for 6 T-shirts at the sale price**: حيت جمال شرا 6 ديال ال T-shirts، غادي نضربو الثمن ديال البيع في 6.
    \[
    \text{Total Cost} = 6 \times 10 = 60 \text{ dirhams}
    \]

إذن، جمال خلص مجموع ديال 60 درهم.

FINAL ANSWER: 60
",stop,129,308,437,success,,1,AUTO_CORRECT,1
38,7167,english,5,5,1,explicit_final,"Maria has 19 cookies. She decided to give her friend 5 of them, and half of the rest to her family. From the rest, Maria decided to eat 2 cookies. How many cookies will she have left?","Let's solve the problem step-by-step.

1. **Initial Cookies**: Maria starts with 19 cookies.

2. **Cookies Given to Friend**: Maria gives 5 cookies to her friend.
   \[
   19 - 5 = 14
   \]
   Now, Maria has 14 cookies left.

3. **Cookies Given to Family**: Maria gives half of the remaining cookies to her family.
   \[
   \frac{14}{2} = 7
   \]
   So, she gives 7 cookies to her family.

4. **Cookies After Giving to Family**: Subtract the cookies given to her family from the remaining cookies.
   \[
   14 - 7 = 7
   \]
   Now, Maria has 7 cookies left.

5. **Cookies Eaten by Maria**: Maria eats 2 cookies.
   \[
   7 - 2 = 5
   \]

6. **Final Number of Cookies**: Maria has 5 cookies left.

Therefore, the final answer is:

FINAL ANSWER: 5
",stop,127,228,355,success,,1,AUTO_CORRECT,1
38,7167,darija,5,5,1,explicit_final,مريم عندها 19 الحلوة. قررات تعطي لصحبتها 5 منهم، والنص ديال داكشي اللي بقا عطاتو لعائلتها. ومن داكشي اللي شاط ليها، كلات مريم 2 حبات. شحال د الحلوة بقات عندها؟,"نبداو نحلّو المشكل خطوة بخطوة.

1.  **Initial number of candies**: مريم عندها فالأول 19 حبة ديال الحلوة.

2.  **Candies given to friends**: مريم عطات 5 حبات ديال الحلوة لصحاباتها. إذن، العدد ديال الحلوة اللي بقات عند مريم هو:
    \[
    19 - 5 = 14
    \]

3.  **Candies given to family**: من بعد، مريم عطات النص ديال الحلوة اللي بقات لعائلتها. العدد ديال الحلوة اللي بقات هو 14، إذن النص ديالهم هو:
    \[
    \frac{14}{2} = 7
    \]
    مريم عطات 7 حبات ديال الحلوة لعائلتها. إذن، العدد ديال الحلوة اللي بقات عند مريم هو:
    \[
    14 - 7 = 7
    \]

4.  **Candies eaten by Maryam**: أخيراً، مريم كلات 2 حبات ديال الحلوة. إذن، العدد ديال الحلوة اللي بقات عند مريم هو:
    \[
    7 - 2 = 5
    \]

إذن، العدد النهائي ديال الحلوة اللي بقات عند مريم هو 5.

FINAL ANSWER: 5
",stop,155,333,488,success,,1,AUTO_CORRECT,1
39,54,english,11,11,1,explicit_final,Leah earned $28 working odd jobs around the neighborhood. She spent a seventh of it on a milkshake and put half of the rest in her savings account. She left the remaining money in her wallet. Her dog got ahold of her wallet and shredded all the money inside but $1. How many dollars did Leah lose?,"To solve this problem, we need to follow these steps:

1. Calculate how much Leah spent on a milkshake.
2. Determine how much money she had left after buying the milkshake.
3. Calculate how much she put into her savings account.
4. Find out how much money was left in her wallet before the dog shredded it.
5. Subtract the amount left in her wallet from the total amount she originally had to find out how much she lost.

Let's go through each step:

1. Leah spent a seventh of her earnings on a milkshake. 
   \[
   \text{Amount spent on milkshake} = \frac{28}{7} = 4 \text{ dollars}
   \]

2. After buying the milkshake, Leah had:
   \[
   \text{Remaining money} = 28 - 4 = 24 \text{ dollars}
   \]

3. She put half of the remaining money into her savings account:
   \[
   \text{Amount put into savings} = \frac{24}{2} = 12 \text{ dollars}
   \]

4. The amount left in her wallet before the dog shredded it is:
   \[
   \text{Money in wallet} = 24 - 12 = 12 \text{ dollars}
   \]

5. Her dog shredded all the money in her wallet except for $1. Therefore, the amount Leah lost is:
   \[
   \text{Amount lost} = 12 - 1 = 11 \text{ dollars}
   \]

Therefore, the final answer is:

FINAL ANSWER: 11
",stop,148,350,498,success,,1,AUTO_CORRECT,1
39,54,darija,11,15,0,explicit_final,ليلى صورت 28 درهم ف شي خدمات صغار. خسرات السبع (1/7) ديال الفلوس ف عصير، والنص د داكشي اللي بقى دارتو ف التوفير (البنكة). داكشي لاخر خلاتو ف بزطامها. الكلب ديالها قطع ليها الفلوس اللي ف البزطام وبقى غير درهم واحد صحيح. شحال د الفلوس ضاعو لليلى؟,"باش نحلّو هاد المشكل، غادي نقسموه على خطوات ونحسبو كل مرحلة بوحدها.

1.  **Initial Amount**: ليلى عندها $28 في الأول.

2.  **Spending on Juice**:
    -   كتصرف \(\frac{1}{7}\) من الفلوس ديالها على عصير.
    -   \(\frac{1}{7} \times 28 = 4\)
    -   إذن، كتصرف $4 على عصير.

3.  **Remaining After Juice**:
    -   الفلوس اللي بقات من بعد ما شرات العصير هي \(28 - 4 = 24\).

4.  **Saving Half of Remaining**:
    -   كدير النص ديال الفلوس اللي بقات في التوفير.
    -   \(\frac{1}{2} \times 24 = 12\)
    -   إذن، كدير $12 في التوفير.

5.  **Money Left in Purse**:
    -   الفلوس اللي بقات في الحقيبة ديالها هي \(24 - 12 = 12\).

6.  **Dog Chews Money**:
    -   الكلب ديالها كيهرس الفلوس اللي في الحقيبة، ويبقى غير $1.
    -   إذن، الفلوس اللي ضاعت بسبب الكلب هي \(12 - 1 = 11\).

7.  **Total Loss Calculation**:
    -   الفلوس اللي ضاعت كاملة هي مجموع الفلوس اللي تصرفت على العصير والفلوس اللي ضاعت بسبب الكلب.
    -   Total loss = $4 (on juice) + $11 (chewed by dog) = $15

إذن، المبلغ الإجمالي ديال الفلوس اللي ضاعت ليلى هو $15.

FINAL ANSWER: 15
",stop,194,437,631,success,,0,GENUINE_WRONG,1
40,6261,english,6,6,1,explicit_final,"At the same store, Peter bought 2 pairs of pants and 5 shirts for $62 total, and Jessica bought 2 shirts for $20 total. Each pair of pants cost the same price, and each shirt cost the same price. How much does 1 pair of pants cost?","Let's solve the problem step-by-step.

First, let's define the variables:
- Let \( p \) be the price of one pair of pants.
- Let \( s \) be the price of one shirt.

From the problem, we have two equations based on the purchases made by Peter and Jessica:

1. Peter's purchase:
   - 2 pairs of pants + 5 shirts = $62
   - This can be written as: \( 2p + 5s = 62 \)

2. Jessica's purchase:
   - 2 shirts = $20
   - This can be written as: \( 2s = 20 \)

Now, let's solve these equations step-by-step.

**Step 1:** Solve for \( s \) from Jessica's equation.
\[ 2s = 20 \]
Divide both sides by 2:
\[ s = 10 \]

So, the price of one shirt is $10.

**Step 2:** Substitute \( s = 10 \) into Peter's equation to find \( p \).
\[ 2p + 5s = 62 \]
Substitute \( s = 10 \):
\[ 2p + 5(10) = 62 \]
\[ 2p + 50 = 62 \]
Subtract 50 from both sides:
\[ 2p = 12 \]
Divide both sides by 2:
\[ p = 6 \]

So, the price of one pair of pants is $6.

Therefore, the final answer is:

FINAL ANSWER: 6
",stop,141,347,488,success,,1,AUTO_CORRECT,1
40,6261,darija,6,6,1,explicit_final,فنفس الحانوت، كريم شرا 2 سراول و 5 د القميجات بـ 62 درهم فالمجموع، وحنان شرات 2 قميجات بـ 20 درهم فالمجموع. السراول كاملين عندهم نفس التمن، والقميجات كاملين عندهم نفس التمن. شحال داير سروال واحد؟,"باش نحلّو هاد المشكل، خاصنا نحددو الثمن ديال شي سروال واحد. عندنا جوج ديال المعطيات:

1.  كريم شرا 2 سراول و 5 قميصات بـ 62 درهم.
2.  حنان شرات 2 قميصات بـ 20 درهم.

نرمز لثمن سروال واحد بـ \( P \) و ثمن قميص واحد بـ \( S \).

من المعطيات ديال حنان، نقدروا نديرو المعادلة التالية:
\[ 2S = 20 \]
\[ S = \frac{20}{2} \]
\[ S = 10 \]

دابا عرفنا أن ثمن قميص واحد هو 10 دراهم.

من المعطيات ديال كريم، نقدروا نديرو المعادلة التالية:
\[ 2P + 5S = 62 \]

نعوضو \( S = 10 \) في المعادلة:
\[ 2P + 5(10) = 62 \]
\[ 2P + 50 = 62 \]
\[ 2P = 62 - 50 \]
\[ 2P = 12 \]
\[ P = \frac{12}{2} \]
\[ P = 6 \]

إذن، ثمن سروال واحد هو 6 دراهم.

FINAL ANSWER: 6
",stop,172,336,508,success,,1,AUTO_CORRECT,1
41,6646,english,170,170,1,explicit_final,Mrs. Brown paid her utility bills with 3 $50 bills and 2 $10 bills. How much are her utility bills?,"To solve this problem, we need to calculate the total amount of money Mrs. Brown used to pay her utility bills.

Step 1: Calculate the total amount from the $50 bills.
- Mrs. Brown used 3 $50 bills.
- Total from $50 bills = 3 * $50 = $150

Step 2: Calculate the total amount from the $10 bills.
- Mrs. Brown used 2 $10 bills.
- Total from $10 bills = 2 * $10 = $20

Step 3: Add the totals from both types of bills to find the total amount paid for the utility bills.
- Total amount paid = Total from $50 bills + Total from $10 bills
- Total amount paid = $150 + $20 = $170

Therefore, the total amount of Mrs. Brown's utility bills is $170.

FINAL ANSWER: 170
",stop,109,206,315,success,,1,AUTO_CORRECT,1
41,6646,darija,170,170,1,explicit_final,الحاجة الباتول خلصات الورقة د الما والضو بـ 3 د الأوراق ديال 50 درهم و 2 ورقات (أو شقفات) ديال 10 دراهم. شحال جاتها فالفاتورة؟,"باش نحلّو هاد المشكل، خاصنا نحسبو المجموع ديال الفلوس اللي خلصات الحاجة باطول على الفاتورة ديالها.

1.  **حساب المبلغ الإجمالي من الأوراق ديال 50 درهم:**
    -   الحاجة باطول خلصات 3 ديال الأوراق ديال 50 درهم.
    -   كل ورقة ديال 50 درهم كتساوي 50 درهم.
    -   إذن، المبلغ الإجمالي من الأوراق ديال 50 درهم هو \(3 \times 50 = 150\) درهم.

2.  **حساب المبلغ الإجمالي من الأوراق ديال 10 دراهم:**
    -   الحاجة باطول خلصات 2 ديال الأوراق ديال 10 دراهم.
    -   كل ورقة ديال 10 دراهم كتساوي 10 دراهم.
    -   إذن، المبلغ الإجمالي من الأوراق ديال 10 دراهم هو \(2 \times 10 = 20\) درهم.

3.  **حساب المبلغ الإجمالي اللي خلصات الحاجة باطول:**
    -   نزيدو المبالغ من الأوراق ديال 50 درهم والأوراق ديال 10 دراهم.
    -   المبلغ الإجمالي = 150 درهم + 20 درهم = 170 درهم.

إذن، المبلغ الإجمالي اللي خلصات الحاجة باطول على الفاتورة ديالها هو 170 درهم.

FINAL ANSWER: 170
",stop,147,395,542,success,,1,AUTO_CORRECT,1
42,1313,english,55,55,1,explicit_final,Frank is walking through a corn maze. He has already spent 45 minutes inside. He has done 4 other corn mazes and finished those in 50 minutes on average. How much longer can he spend inside if he wants to ensure that his average doesn't go above 60 minutes per maze?,"To solve this problem, we need to determine how much longer Frank can spend in the current corn maze without exceeding an average of 60 minutes per maze.

1. **Calculate the total time Frank has spent on all mazes so far:**
   - Frank has completed 4 mazes with an average time of 50 minutes each.
   - Total time for these 4 mazes = 4 mazes * 50 minutes/maze = 200 minutes.

2. **Add the time Frank has already spent in the current maze:**
   - Time spent in the current maze = 45 minutes.
   - Total time spent on all mazes including the current one = 200 minutes + 45 minutes = 245 minutes.

3. **Determine the maximum total time allowed for all mazes to keep the average at 60 minutes:**
   - Frank has completed 4 mazes and is currently in the 5th maze.
   - To find the maximum total time for 5 mazes to have an average of 60 minutes:
     \[
     \text{Maximum total time} = 5 \text{ mazes} \times 60 \text{ minutes/maze} = 300 \text{ minutes}
     \]

4. **Calculate the remaining time Frank can spend in the current maze:**
   - Maximum total time allowed = 300 minutes.
   - Time already spent = 245 minutes.
   - Remaining time = 300 minutes - 245 minutes = 55 minutes.

Therefore, Frank can spend up to 55 more minutes in the current maze to ensure his average time does not exceed 60 minutes per maze.

FINAL ANSWER: 55
",stop,144,375,519,success,,1,AUTO_CORRECT,1
42,1313,darija,55,55,1,explicit_final,فريد كيتمشى فواحد المتاهة كبيرة. دوز دابا 45 دقيقة لداخل. ديجا دوز 4 د المتاهات قبل وكان المعدل ديالو فيهم 50 دقيقة. شحال باقي يقدر يزيد ديال الوقت فهاد المتاهة باش مايفوتش المعدل العام ديالو 60 دقيقة لكل متاهة؟,"باش نحلّو هاد المشكل، خاصنا نحسبو الوقت الإجمالي اللي خدا فريد باش يدوز من جميع المتاهات، بما فيها المتاهة الحالية، ونقارنوها مع الوقت الإجمالي اللي مسموح ليه باش يدوز بناءً على المعدل ديالو.

1.  **حساب الوقت الإجمالي اللي داز على المتاهات اللي داز منها:**
    -   عند فريد متوسط ديال 50 دقيقة لكل متاهة.
    -   داز من 4 ديال المتاهات.
    -   إذن، الوقت الإجمالي اللي داز على هاد 4 ديال المتاهات هو \(4 \times 50 = 200\) دقيقة.

2.  **تحديد الوقت الإجمالي المسموح به بناءً على المعدل الجديد:**
    -   بغا يحافظ على متوسط ديال 60 دقيقة لكل متاهة.
    -   غادي يدوز من 5 ديال المتاهات (4 اللي داز منهم + 1 المتاهة الحالية).
    -   إذن، الوقت الإجمالي المسموح به هو \(5 \times 60 = 300\) دقيقة.

3.  **حساب الوقت المتبقي للمتاهة الحالية:**
    -   الوقت الإجمالي المسموح به هو 300 دقيقة.
    -   الوقت الإجمالي اللي داز على المتاهات اللي داز منها هو 200 دقيقة.
    -   الوقت اللي داز حتى لدابا فالمتاهة الحالية هو 45 دقيقة.
    -   إذن، الوقت المتبقي للمتاهة الحالية هو \(300 - 200 - 45 = 55\) دقيقة.

إذن، فريد يقدر يزيد يدوز 55 دقيقة أخرى فالمتاهة الحالية بلا ما يفوت المعدل العام ديالو ديال 60 دقيقة لكل متاهة.

FINAL ANSWER: 55
",stop,171,453,624,success,,1,AUTO_CORRECT,1
43,5760,english,24,24,1,explicit_final,A store is having an anniversary sale. A tub of ice cream costs $2 less than its original price of $12 and the juice is sold at $2 for 5 cans. How much will you pay if you buy two tubs of ice cream and 10 cans of juice?,"Step 1: Calculate the discounted price of a tub of ice cream.
Original price of a tub of ice cream = $12
Discounted price = Original price - Discount
Discounted price = $12 - $2
Discounted price = $10

Step 2: Calculate the cost of two tubs of ice cream.
Cost of two tubs = 2 * Discounted price
Cost of two tubs = 2 * $10
Cost of two tubs = $20

Step 3: Calculate the cost per can of juice.
Cost per can = Total cost / Number of cans
Cost per can = $2 / 5 cans
Cost per can = $0.40

Step 4: Calculate the cost of 10 cans of juice.
Cost of 10 cans = 10 * Cost per can
Cost of 10 cans = 10 * $0.40
Cost of 10 cans = $4

Step 5: Calculate the total cost of two tubs of ice cream and 10 cans of juice.
Total cost = Cost of two tubs + Cost of 10 cans
Total cost = $20 + $4
Total cost = $24

FINAL ANSWER: 24
",stop,140,273,413,success,,1,AUTO_CORRECT,1
43,5760,darija,24,24,1,explicit_final,واحد الحانوت داير بروموسيون. واحد الطاسة د لاكلاص ناقصة بـ 2 دراهم على تمنها الأصلي اللي هو 12 درهم، والعصير كيبيعوه بـ 2 دراهم لـ 5 د الحكاك. شحال غادي تخلص إيلا شريتي 2 طاسات د لاكلاص و 10 د الحكاك د العصير؟,"باش نحلّو هاد المشكل، خاصنا نحسبو الثمن الإجمالي ديال 2 طاسات ديال اللوز و 10 حكاك ديال العصير.

أول حاجة، نحسبو الثمن ديال 2 طاسات ديال اللوز. كل طاسة ديال اللوز ناقصة ب 2 دراهم من الثمن الأصلي ديالها اللي هو 12 درهم. إذن الثمن ديال كل طاسة ديال اللوز هو:

\[ 12 \text{ yuan} - 2 \text{ yuan} = 10 \text{ yuan} \]

إذن، الثمن ديال 2 طاسات ديال اللوز هو:

\[ 2 \times 10 \text{ yuan} = 20 \text{ yuan} \]

من بعد، نحسبو الثمن ديال 10 حكاك ديال العصير. العصير كيتباع ب 2 دراهم ل 5 حكاك. باش نلقاو الثمن ديال حكاك واحد، نقسمو الثمن ديال 5 حكاك على 5:

\[ \frac{2 \text{ yuan}}{5} = 0.4 \text{ yuan per bottle} \]

إذن، الثمن ديال 10 حكاك ديال العصير هو:

\[ 10 \times 0.4 \text{ yuan} = 4 \text{ yuan} \]

أخيراً، نزيدو الثمن ديال 2 طاسات ديال اللوز و 10 حكاك ديال العصير باش نلقاو الثمن الإجمالي:

\[ 20 \text{ yuan} + 4 \text{ yuan} = 24 \text{ yuan} \]

Final Answer: 24
",stop,185,405,590,success,,1,AUTO_CORRECT,1
44,3494,english,13,13,1,explicit_final,"Jack needs to mop the bathroom and the kitchen. If the bathroom floor is 24 square feet and the kitchen floor is 80 square feet, and Jack can mop 8 square feet per minute, how many minutes does he spend mopping?","To solve this problem, we need to calculate the total time Jack spends mopping both the bathroom and the kitchen floors.

1. **Calculate the total area to be mopped:**
   - Bathroom floor area = 24 square feet
   - Kitchen floor area = 80 square feet
   - Total area = Bathroom floor area + Kitchen floor area
   - Total area = 24 + 80 = 104 square feet

2. **Determine the rate at which Jack mops:**
   - Jack mops at a rate of 8 square feet per minute.

3. **Calculate the total time spent mopping:**
   - Time = Total area / Mopping rate
   - Time = 104 square feet / 8 square feet per minute
   - Time = 13 minutes

Therefore, Jack spends 13 minutes mopping.

FINAL ANSWER: 13
",stop,131,194,325,success,,1,AUTO_CORRECT,1
44,3494,darija,13,13,1,explicit_final,ياسين خاصو يجفف الحمام والكوزينة. إلا كانت مساحة الحمام 24 قدم مربع والكوزينة 80 قدم مربع، وياسين كيقدر يجفف 8 أقدام مربعة فالدقيقة، شحال د الوقت غادي يخصو؟,"باش نحلّو هاد المشكل، أول حاجة نحسبو المساحة الإجمالية اللي خاص ياسين يجففها. المساحة الإجمالية هي المجموع ديال المساحات ديال الحمام و الكوزينة.

المساحة الإجمالية = مساحة الحمام + مساحة الكوزينة
المساحة الإجمالية = 24 square feet + 80 square feet
المساحة الإجمالية = 104 square feet

من بعد، نحددو شحال من دقيقة غادي ياخد ياسين باش يجفف هاد المساحة الإجمالية. حيت ياسين يقدر يجفف 8 square feet في الدقيقة، غادي نقسمو المساحة الإجمالية على 8 square feet في الدقيقة.

الوقت المطلوب (بالدقائق) = المساحة الإجمالية / المساحة اللي كيجفف في الدقيقة
الوقت المطلوب (بالدقائق) = 104 square feet / 8 square feet per minute
الوقت المطلوب (بالدقائق) = 13 minutes

إذن، ياسين غادي ياخد 13 دقيقة باش يجفف الحمام و الكوزينة بجوج.

FINAL ANSWER: 13
",stop,156,288,444,success,,1,AUTO_CORRECT,1
45,2813,english,450,450,1,explicit_final,"Leila went to the supermarket to get some groceries. Then she headed to her mechanic to get her automobile fixed. If fixing her automobile cost $350 which was $50 more than thrice the amount she spent at the supermarket, how much has she spent altogether?","Let's solve the problem step-by-step.

1. Let \( x \) be the amount Leila spent at the supermarket.
2. According to the problem, the cost of fixing her automobile is $350.
3. The cost of fixing her automobile is also stated to be $50 more than three times the amount she spent at the supermarket. This can be expressed as:
   \[
   3x + 50 = 350
   \]
4. We need to solve for \( x \):
   \[
   3x + 50 = 350
   \]
   Subtract 50 from both sides:
   \[
   3x = 300
   \]
   Divide both sides by 3:
   \[
   x = 100
   \]

So, Leila spent $100 at the supermarket.

5. Now, we calculate the total amount she spent:
   - Amount spent at the supermarket: $100
   - Amount spent on fixing her automobile: $350

Total amount spent:
\[
100 + 350 = 450
\]

Therefore, the total amount Leila has spent altogether is $450.

FINAL ANSWER: 450
",stop,136,277,413,success,,1,AUTO_CORRECT,1
45,2813,darija,450,450,1,explicit_final,ليلى مشات للمارشي تقدى الخضرة. من بعد مشات عند الميكانيسيان باش تصاوب طوموبيلتها. إصلاح الطوموبيل تقام عليها بـ 350 درهم، وهاد التمن هو زايد بـ 50 درهم على 3 د المرات داكشي لي خسرات فالمارشي. شحال خسرات ليلى فالمجموع؟,"باش نحلّو هاد المشكل، أول حاجة غادي نحددو شحال خسرات ليلى فالسوق.

نفترضو أن \( x \) هو المبلغ ديال الفلوس لي خسرات ليلى فالسوق.

على حساب المشكل، التكلفة ديال إصلاح الطوموبيل هي 350 درهم، واللي كتساوي 50 درهم زيادة على ثلاثة المرات المبلغ لي خسرات فالسوق. نقدروا نعبروا على هاد العلاقة بهاد المعادلة:

\[ 3x + 50 = 350 \]

دابا، نحلوا المعادلة باش نلقاو \( x \):

1. نقصو 50 من الطرفين بجوج باش نعزلو الحد لي فيه \( x \):
   \[ 3x = 350 - 50 \]
   \[ 3x = 300 \]

2. نقسمو الطرفين بجوج على 3 باش نخرجو \( x \):
   \[ x = \frac{300}{3} \]
   \[ x = 100 \]

إذن، ليلى خسرات 100 درهم فالسوق.

دابا، نحسبوا المجموع ديال الفلوس لي خسرات ليلى. هادشي كيشمل التكلفة ديال السوق وتكلفة إصلاح الطوموبيل:

\[ \text{Total spent} = \text{Market cost} + \text{Repair cost} \]
\[ \text{Total spent} = 100 + 350 \]
\[ \text{Total spent} = 450 \]

Final Answer: 450
",stop,178,384,562,success,,1,AUTO_CORRECT,1
46,2299,english,40,40,1,explicit_final,Archibald and his brother are playing tennis against each other. Archibald has won 12 games and his brother has won 18. What percentage of games has Archibald won?,"To find the percentage of games that Archibald has won, we need to follow these steps:

1. **Determine the total number of games played**: This is the sum of the games won by Archibald and his brother.
   - Archibald's wins = 12
   - Brother's wins = 18
   - Total games = Archibald's wins + Brother's wins = 12 + 18 = 30

2. **Calculate the percentage of games won by Archibald**: The formula for percentage is (part/whole) * 100.
   - Part (Archibald's wins) = 12
   - Whole (Total games) = 30
   - Percentage = (12 / 30) * 100

3. **Perform the calculation**:
   - Percentage = (12 / 30) * 100 = 0.4 * 100 = 40%

Therefore, Archibald has won 40% of the games.

FINAL ANSWER: 40
",stop,121,236,357,success,,1,AUTO_CORRECT,1
46,2299,darija,40,40,1,explicit_final,عبد العالي وخوه لاعبين ماتش د التنس. عبد العالي ربح 12 شوط وخوه ربح 18 شوط. شنو هي النسبة المئوية ديال الأشواط اللي ربح عبد العالي؟,"باش نلقاو النسبة المئوية ديال الأشواط اللي ربحها عبد العالي، أول حاجة نحسبو العدد الإجمالي ديال الأشواط اللي تلعبو.

العدد الإجمالي ديال الأشواط = الأشواط اللي ربحهم عبد العالي + الأشواط اللي ربحهم خوه
= 12 + 18
= 30

دابا، نحسبو النسبة المئوية ديال الأشواط اللي ربحها عبد العالي من العدد الإجمالي ديال الأشواط.

نسبة الأشواط اللي ربحها عبد العالي = (الأشواط اللي ربحهم عبد العالي / العدد الإجمالي ديال الأشواط) * 100%
= (12 / 30) * 100%
= 0.4 * 100%
= 40%

إذن، عبد العالي ربح 40% من الأشواط.

FINAL ANSWER: 40%
",stop,134,230,364,success,,1,AUTO_CORRECT,1
47,1279,english,3000,3000,1,last_number,"Bill is buying healthcare on an exchange. The normal monthly price of the plan he wants is $500. The government will pay for part of this cost depending on Bill's income: 90% if he makes less than $10,000, 50% if he makes between $10,001 and $40,000, and 20% if he makes more than $50,000. Bill earns $25/hour and works 30 hours per week, four weeks per month. How much will Bill spend for health insurance in a year?","To solve this problem, we need to determine how much Bill will spend on health insurance in a year based on his income and the government subsidy.

Step 1: Calculate Bill's monthly income.
- Bill earns $25/hour.
- He works 30 hours per week.
- There are 4 weeks in a month.

Monthly Income = Hourly Wage * Hours per Week * Weeks per Month
Monthly Income = $25 * 30 * 4
Monthly Income = $3,000

Step 2: Determine the government subsidy percentage based on Bill's income.
- Since Bill's monthly income is $3,000, his annual income is $3,000 * 12 = $36,000.
- According to the problem, the government pays 50% of the cost if Bill makes between $10,001 and $40,000.

Subsidy Percentage = 50%

Step 3: Calculate the amount the government will pay towards Bill's healthcare.
- The normal monthly price of the plan is $500.
- The government pays 50% of this cost.

Government Payment = Monthly Price * Subsidy Percentage
Government Payment = $500 * 0.50
Government Payment = $250

Step 4: Calculate the amount Bill has to pay each month after the government subsidy.
- Subtract the government payment from the monthly price.

Bill's Monthly Payment = Monthly Price - Government Payment
Bill's Monthly Payment = $500 - $250
Bill's Monthly Payment = $250

Step 5: Calculate the total amount Bill will spend on health insurance in a year.
- Multiply Bill's monthly payment by the number of months in a year (12).

Annual Cost = Bill's Monthly Payment * Months per Year
Annual Cost = $250 * 12
Annual Cost = $3,000

Therefore, Bill will spend $3,000 on health insurance in a year.

FINAL ANSWER: $3,000
",stop,210,443,653,success,,1,AUTO_CORRECT,1
