problem_id,source_id,language,gold_answer,extracted_answer,is_correct,extraction_method,question,generated_response,finish_reason,prompt_tokens,completion_tokens,total_tokens,status,error,auto_is_correct,adjudicated_is_correct,adjudication_changed,adjudication_reason
31,4500,darija,13,13,1,explicit_final,عمي براهيم عندو ورقة ديال 1000 درهم وبغا يصرفها لوراق صغار باش يعطيهم لولاد خوتو. بغا يصرف 3/10 من المبلغ لوراق ديال 50 درهم، والباقي لوراق ديال 100 درهم. شحال من ورقة نقدية غادي تكون عند عمي براهيم فالمجموع؟,"**Reasoning**

- Total amount: 1000 dirhams.  
- He spends \(\frac{3}{10}\) of it on 50‑dirham notes:  
  \(\frac{3}{10}\times1000 = 300\) dirhams.  
- Number of 50‑dirham notes: \(300 ÷ 50 = 6\).  

- The remaining amount goes to 100‑dirham notes:  
  \(1000 - 300 = 700\) dirhams.  
- Number of 100‑dirham notes: \(700 ÷ 100 = 7\).  

- Total number of notes: \(6 + 7 = 13\).

**Final numeric answer**

FINAL ANSWER: 13",stop,188,376,564,success,,1,1,0,
32,3468,darija,8,8,1,explicit_final,جواد الطويل هو أطول واحد ففرقة الباسكيت. هو طول بقدم (foot) واحد من بن عيسى، و بن عيسى طول بقدم واحد من العربي، و العربي طول بقدم واحد من فريد، و فريد طول بنص قدم من بيپي. إلا كان بيپي الطول ديالو 4 أقدام و 6 إنشات، شحال الطول ديال جواد الطويل بالأقدام؟,"Joud al‑Tawil is taller than Ben Issa by 1 ft.  
Ben Issa is taller than Al‑Arabi by 1 ft.  
Al‑Arabi is taller than Farid by 1 ft.  
Farid is taller than Bibi by **½ ft** (6 in).

Bibi’s height = 4 ft 6 in.  

\[
\begin{aligned}
\text{Farid} &= 4\text{ ft 6 in} + 0.5\text{ ft} = 4\text{ ft 6 in} + 6\text{ in} = 5\text{ ft} \\
\text{Al‑Arabi} &= 5\text{ ft} + 1\text{ ft} = 6\text{ ft} \\
\text{Ben Issa} &= 6\text{ ft} + 1\text{ ft} = 7\text{ ft} \\
\text{Joud al‑Tawil} &= 7\text{ ft} + 1\text{ ft} = 8\text{ ft}
\end{aligned}
\]

So Joud al‑Tawil’s height is **8 feet**.

**FINAL ANSWER: 8**",stop,192,781,973,success,,1,1,0,
32,3468,english,8,8,1,explicit_final,"Big Joe is the tallest player on the basketball team.  He is one foot taller than Ben, who is one foot taller than Larry, who is one foot taller than Frank, who is half a foot taller than Pepe.  If Pepe is 4 feet six inches tall, how tall is Big Joe, in feet?","Pepe’s height = 4 ft 6 in = 4.5 ft  
Frank = Pepe + 0.5 ft = 5.0 ft  
Larry = Frank + 1 ft = 6.0 ft  
Ben   = Larry + 1 ft = 7.0 ft  
Big Joe = Ben + 1 ft = 8.0 ft  

**FINAL ANSWER: 8**",stop,164,248,412,success,,1,1,0,
33,1811,english,20,20,1,explicit_final,"Kelly needs school supplies to teach her class for an art project. She has 8 students and they will need 3 pieces of construction paper each. In addition to the construction paper, she needs to buy 6 bottles of glue for everyone to share. After Kelly purchases these supplies, she dropped half of them down a storm drain. Class is about to start, but she manages to rush to the store and buy 5 more pieces of construction paper. How many supplies are left?","Kelly first buys  

- Construction paper: \(8 \text{ students} \times 3 \text{ pieces each}=24\) pieces  
- Glue: \(6\) bottles  

Total supplies initially: \(24 + 6 = 30\).

She then drops **half** of all the supplies:  

\[
\frac{1}{2}\times 30 = 15 \text{ supplies lost}
\]

Supplies remaining after the accident:  

\[
30 - 15 = 15
\]

She later purchases **5 more pieces of construction paper**, adding to the remaining supplies:

\[
15 + 5 = 20
\]

\[
\boxed{20}
\]

FINAL ANSWER: 20",stop,196,444,640,success,,1,1,0,
33,1811,darija,20,5,0,explicit_final,خديجة محتاجة دوزان باش تقري التلاميذ فواحد المشروع د الرسم. عندها 8 د التلاميذ وكل واحد خاصو 3 د الورقات د الرسم. وزايد على الورق، خاصها تشري 6 د القراعي د اللصاق باش يتشاركوهم كاملين. مور ما شرات هادشي، طاحت ليها النص د السلعة فواحد القادوس. الحصة قربات تبدا، ولكن قدرات تجري للحانوت وزادت شرات 5 د الورقات د الرسم. شحال د الدوزان بقا عندها دابا فالمجموع؟,"The total number of items she finally has is  

- Initial need: \(8 \times 3 = 24\) sheets of paper  
- Plus glue: \(6\) units  

Total initially bought = \(24 + 6 = 30\) items.

Half of these are lost, so she keeps  

\[
30 \times \frac{1}{2}=15\text{ items}.
\]

She then buys 5 more sheets of paper:

\[
15 + 5 = 20\text{ items}.
\]

One dozen equals 12 items, therefore the amount she now has in dozens is  

\[
\frac{20}{12}= \frac{5}{3}=1.\overline{6}\text{ dozens}.
\]

**FINAL ANSWER: 5/3**",stop,238,937,1175,success,,0,0,0,
34,3711,darija,5,5,1,explicit_final,خديجة عندها 4 د التفاحات فالتلاجة، وعندها البعويد (الإجاص) 3 المرات قد التفاح. يلا كان مجموع الديسير اللي عندها كامل هو 21 حبة، شحال عندها ديال البنان؟,"Khadija has  

- Apples = 4  
- Pears = 3 × (apples) = 3 × 4 = 12  

The total number of fruits is 21, so the number of bananas is  

\[
\text{bananas}=21-(\text{apples}+\text{pears})=21-(4+12)=21-16=5.
\]

**FINAL ANSWER: 5**",stop,159,344,503,success,,1,1,0,
34,3711,english,5,5,1,explicit_final,"If Katherine has 4 apples and 3 times as many pears in her fridge, how many bananas does she have if she has a total of 21 pieces of fruit?","Katherine has  

- Apples: 4  
- Pears: \(3 \times 4 = 12\)  

Total fruit = 21, so the number of bananas is  

\[
\text{Bananas} = 21 - (4 + 12) = 21 - 16 = 5.
\]

**FINAL ANSWER: 5**",stop,134,190,324,success,,1,1,0,
35,4865,english,370000,370000,1,explicit_final,"A city has a population of 300,000.  50,000 people immigrate to the country and then 30,000 people leave.  After that 1/8 of the population gets pregnant and 1/4 of those people have twins.  How many people are there after the births?","The city starts with  

\[
300{,}000 \text{ people}
\]

**Immigration and emigration**

\[
300{,}000 + 50{,}000 - 30{,}000 = 320{,}000 \text{ people}
\]

**Pregnancies**

\[
\frac18 \times 320{,}000 = 40{,}000 \text{ pregnant people}
\]

**Twins**

\[
\frac14 \times 40{,}000 = 10{,}000 \text{ of the pregnant people have twins}
\]

The remaining pregnant people have single births:

\[
40{,}000 - 10{,}000 = 30{,}000 \text{ single births}
\]

**Total newborns**

\[
(10{,}000 \text{ twins}) \times 2 + (30{,}000 \text{ singles}) \times 1 = 20{,}000 + 30{,}000 = 50{,}000
\]

**Population after the births**

\[
320{,}000 + 50{,}000 = 370{,}000
\]

\[
\boxed{370{,}000}
\]

FINAL ANSWER: 370000",stop,163,616,779,success,,1,1,0,
35,4865,darija,370000,370000,1,explicit_final,"مدينة فيها 300,000 نسمة. جاو سكنو فيها 50,000 واحد ومن بعد رحلو منها 30,000. من موراها، 1/8 (التُمن) د السكان حملو، و 1/4 (الرُبع) من دوك اللي حملو ولدو توام. شحال ولا عدد السكان من بعد الولادة؟","The city originally has  

\(300{,}000\) people.  

+ 50 000 people move in → \(300{,}000+50{,}000 = 350{,}000\)  
– 30 000 people leave → \(350{,}000-30{,}000 = 320{,}000\)

Now \( \frac18 \) of the current population become pregnant:

\[
\frac18 \times 320{,}000 = 40{,}000 \text{ pregnant women}
\]

Of these, \( \frac14 \) give birth to twins:

\[
\frac14 \times 40{,}000 = 10{,}000 \text{ women with twins}
\]

The remaining pregnant women have single births:

\[
40{,}000 - 10{,}000 = 30{,}000 \text{ women with one child}
\]

Number of newborns:

\[
10{,}000 \times 2 \;(\text{twins}) + 30{,}000 \times 1 \;(\text{singletons}) = 20{,}000 + 30{,}000 = 50{,}000
\]

Add the newborns to the existing population:

\[
320{,}000 + 50{,}000 = 370{,}000
\]

**FINAL ANSWER: 370000**",stop,179,667,846,success,,1,1,0,
36,2301,darija,60,60,1,explicit_final,كانت فاللول 10 د الكرات ديال التلج. وكان التلج كيطيح بزيادة ديال 4 كرات كل 5 دقايق. شحال داز د الوقت (بالدقايق) باش يوصل المجموع لـ 58 كرة؟,"The snow starts with 10 balls.  
It gains 4 balls every 5 minutes.

To reach 58 balls we need an increase of  

\[
58-10 = 48 \text{ balls}.
\]

Each 5‑minute interval adds 4 balls, so the number of such intervals required is  

\[
\frac{48}{4}=12 \text{ intervals}.
\]

Each interval lasts 5 minutes, therefore the total time is  

\[
12 \times 5 = 60 \text{ minutes}.
\]

**FINAL ANSWER: 60**",stop,159,437,596,success,,1,1,0,
36,2301,english,60,60,1,explicit_final,There were 10 snowflakes at first. It snowed an additional 4 snowflakes every 5 minutes. How many minutes passed before there were 58 snowflakes?,"The number of snowflakes increases by 4 every 5 minutes.

Let \(n\) be the number of 5‑minute intervals that pass.  
After \(n\) intervals the total number of snowflakes is  

\[
10 + 4n.
\]

We need this to equal 58:

\[
10 + 4n = 58 \\
4n = 48 \\
n = 12.
\]

Each interval is 5 minutes, so the total time is  

\[
12 \times 5 = 60 \text{ minutes}.
\]

**FINAL ANSWER: 60**",stop,134,307,441,success,,1,1,0,
37,6675,english,60,60,1,explicit_final,James buys 6 t-shirts for 50% off.  They each cost $20.  How much did he pay?,"Each t‑shirt costs \$20.  
For 6 t‑shirts the regular total would be  

\[
6 \times 20 = \$120.
\]

A 50 % discount reduces the price by half:

\[
\text{Discounted price} = 120 \times (1 - 0.50) = 120 \times 0.5 = \$60.
\]

So James pays **\$60**.

FINAL ANSWER: 60",stop,125,145,270,success,,1,1,0,
37,6675,darija,60,60,1,explicit_final,جمال شرا 6 د التونيّات (T-shirts) ف الصولد بـ 50%. التمن الأصلي د الواحد هو 20 درهم. شحال خلص جمال ف المجموع؟,"Jamal bought 6 T‑shirts.  
- Original price of one T‑shirt = 20 dirhams.  
- The sale gives a 50 % discount, so the price he pays for each is  

\[
20 \times (1 - 0.50) = 20 \times 0.5 = 10 \text{ dirhams}.
\]

- For 6 T‑shirts the total cost is  

\[
6 \times 10 = 60 \text{ dirhams}.
\]

**FINAL ANSWER: 60**",stop,142,315,457,success,,1,1,0,
38,7167,darija,5,5,1,explicit_final,مريم عندها 19 الحلوة. قررات تعطي لصحبتها 5 منهم، والنص ديال داكشي اللي بقا عطاتو لعائلتها. ومن داكشي اللي شاط ليها، كلات مريم 2 حبات. شحال د الحلوة بقات عندها؟,"Mariam starts with 19 sweets.

1. She gives 5 sweets to her friend:  
   \(19 - 5 = 14\) sweets remain.

2. She gives half of the remaining sweets to her family:  
   Half of 14 is \(14 \div 2 = 7\).  
   After giving these away, she has \(14 - 7 = 7\) sweets left.

3. She eats 2 of the sweets she still has:  
   \(7 - 2 = 5\) sweets remain.

So, after all the actions, Mariam has **5 sweets** left.

**FINAL ANSWER: 5**",stop,167,383,550,success,,1,1,0,
38,7167,english,5,5,1,explicit_final,"Maria has 19 cookies. She decided to give her friend 5 of them, and half of the rest to her family. From the rest, Maria decided to eat 2 cookies. How many cookies will she have left?","Maria starts with 19 cookies.

1. She gives 5 cookies to her friend:  
   \(19 - 5 = 14\) cookies remain.

2. She gives half of the remaining cookies to her family:  
   Half of 14 is \(14 \div 2 = 7\).  
   After giving these away, \(14 - 7 = 7\) cookies remain.

3. She eats 2 cookies from what is left:  
   \(7 - 2 = 5\) cookies remain.

So Maria will have **5 cookies** left.

**FINAL ANSWER: 5**",stop,145,281,426,success,,1,1,0,
39,54,english,11,11,1,explicit_final,Leah earned $28 working odd jobs around the neighborhood. She spent a seventh of it on a milkshake and put half of the rest in her savings account. She left the remaining money in her wallet. Her dog got ahold of her wallet and shredded all the money inside but $1. How many dollars did Leah lose?,"Leah’s total earnings: \$28  

1. **Milkshake purchase**  
   She spent a seventh of her earnings:  
   \[
   \frac{1}{7}\times 28 = 4\text{ dollars}
   \]
   Money left after the milkshake:  
   \[
   28-4 = 24\text{ dollars}
   \]

2. **Savings deposit**  
   She put half of the remaining money into savings:  
   \[
   \frac{1}{2}\times 24 = 12\text{ dollars}
   \]
   Money left in her wallet:  
   \[
   24-12 = 12\text{ dollars}
   \]

3. **Dog’s shredding**  
   The dog shredded all the wallet money except \$1, so the amount lost is:  
   \[
   12-1 = 11\text{ dollars}
   \]

\[
\boxed{11}
\]

FINAL ANSWER: 11",stop,166,375,541,success,,1,1,0,
39,54,darija,11,15,0,explicit_final,ليلى صورت 28 درهم ف شي خدمات صغار. خسرات السبع (1/7) ديال الفلوس ف عصير، والنص د داكشي اللي بقى دارتو ف التوفير (البنكة). داكشي لاخر خلاتو ف بزطامها. الكلب ديالها قطع ليها الفلوس اللي ف البزطام وبقى غير درهم واحد صحيح. شحال د الفلوس ضاعو لليلى؟,"Laila started with 28 dh.

1. She spent \(\frac{1}{7}\) of it on juice:  
\[
\frac{1}{7}\times 28 = 4\text{ dh}
\]

2. Money left after juice: \(28-4 = 24\) dh.

3. She saved half of the remaining amount:  
\[
\frac{1}{2}\times 24 = 12\text{ dh}
\]

4. Money put in her pocket: \(24-12 = 12\) dh.

5. The dog ate all the pocket money except 1 dh, so the dog ate:  
\[
12-1 = 11\text{ dh}
\]

Total money lost = juice spent + money eaten by the dog  
\[
4 + 11 = 15\text{ dh}
\]

**FINAL ANSWER: 15**",stop,204,682,886,success,,0,0,0,
40,6261,darija,6,6,1,explicit_final,فنفس الحانوت، كريم شرا 2 سراول و 5 د القميجات بـ 62 درهم فالمجموع، وحنان شرات 2 قميجات بـ 20 درهم فالمجموع. السراول كاملين عندهم نفس التمن، والقميجات كاملين عندهم نفس التمن. شحال داير سروال واحد؟,"Let  

- \(t\) = price of one trouser (in dirhams)  
- \(s\) = price of one shirt (in dirhams)

From the statements:

1. Karim bought 2 trousers and 5 shirts for 62 dirhams  

\[
2t + 5s = 62 \tag{1}
\]

2. Hanan bought 2 shirts for 20 dirhams  

\[
2s = 20 \tag{2}
\]

From (2):  

\[
s = \frac{20}{2} = 10 \text{ dirhams}
\]

Substitute \(s = 10\) into (1):

\[
2t + 5(10) = 62 \\
2t + 50 = 62 \\
2t = 12 \\
t = 6
\]

So a single trouser costs **6 dirhams**.

**FINAL ANSWER: 6**",stop,177,416,593,success,,1,1,0,
40,6261,english,6,6,1,explicit_final,"At the same store, Peter bought 2 pairs of pants and 5 shirts for $62 total, and Jessica bought 2 shirts for $20 total. Each pair of pants cost the same price, and each shirt cost the same price. How much does 1 pair of pants cost?","Let  

- \(p\) = cost of one pair of pants  
- \(s\) = cost of one shirt  

From the information given:

1. Peter’s purchase: \(2p + 5s = 62\)  
2. Jessica’s purchase: \(2s = 20\)

Solve the second equation for \(s\):

\[
s = \frac{20}{2} = 10
\]

Substitute \(s = 10\) into the first equation:

\[
2p + 5(10) = 62 \\
2p + 50 = 62 \\
2p = 12 \\
p = \frac{12}{2} = 6
\]

Thus, one pair of pants costs **\$6**.

FINAL ANSWER: 6",stop,158,304,462,success,,1,1,0,
41,6646,english,170,170,1,explicit_final,Mrs. Brown paid her utility bills with 3 $50 bills and 2 $10 bills. How much are her utility bills?,"Mrs. Brown used three \$50 bills and two \$10 bills.

- Amount from the \$50 bills: \(3 \times 50 = 150\) dollars  
- Amount from the \$10 bills: \(2 \times 10 = 20\) dollars  

Total utility bills = \(150 + 20 = 170\) dollars.

**FINAL ANSWER: 170**",stop,126,127,253,success,,1,1,0,
41,6646,darija,170,170,1,explicit_final,الحاجة الباتول خلصات الورقة د الما والضو بـ 3 د الأوراق ديال 50 درهم و 2 ورقات (أو شقفات) ديال 10 دراهم. شحال جاتها فالفاتورة؟,"The person paid with:

- 3 bills of 50 dirhams → \(3 \times 50 = 150\) dirhams  
- 2 bills of 10 dirhams → \(2 \times 10 = 20\) dirhams  

Adding them together:

\(150 + 20 = 170\) dirhams.

**FINAL ANSWER: 170**",stop,156,276,432,success,,1,1,0,
42,1313,darija,55,55,1,explicit_final,فريد كيتمشى فواحد المتاهة كبيرة. دوز دابا 45 دقيقة لداخل. ديجا دوز 4 د المتاهات قبل وكان المعدل ديالو فيهم 50 دقيقة. شحال باقي يقدر يزيد ديال الوقت فهاد المتاهة باش مايفوتش المعدل العام ديالو 60 دقيقة لكل متاهة؟,"The average time per maze must stay **≤ 60 minutes**.

- He has already completed 4 mazes with an average of 50 minutes:
  \[
  \text{time for first 4 mazes}=4 \times 50 = 200 \text{ minutes}
  \]

- In the 5th maze he has already spent 45 minutes and may spend an additional \(x\) minutes.

Total time after the 5th maze will be:
\[
200 + (45 + x)=245 + x \text{ minutes}
\]

The overall average after 5 mazes must satisfy:
\[
\frac{245 + x}{5} \le 60
\]

Solve for \(x\):
\[
245 + x \le 300 \\
x \le 55
\]

So he can spend **at most 55 more minutes** in the current maze without the overall average exceeding 60 minutes per maze.

**FINAL ANSWER: 55**",stop,177,552,729,success,,1,1,0,
42,1313,english,55,55,1,explicit_final,Frank is walking through a corn maze. He has already spent 45 minutes inside. He has done 4 other corn mazes and finished those in 50 minutes on average. How much longer can he spend inside if he wants to ensure that his average doesn't go above 60 minutes per maze?,"Frank has already spent  

- 45 minutes in the current maze  
- 4 previous mazes at an average of 50 min each → total time for those = \(4 \times 50 = 200\) min  

Let \(x\) be the additional minutes he can stay in the current maze.  
Total time after staying \(x\) more minutes:

\[
\text{Total time}=200 + 45 + x = 245 + x
\]

He will have completed \(4 + 1 = 5\) mazes.  
To keep his overall average at **no more than** 60 min per maze:

\[
\frac{245 + x}{5} \le 60
\]

Multiply both sides by 5:

\[
245 + x \le 300
\]

\[
x \le 55
\]

Thus, Frank can spend at most **55 more minutes** in the current maze without his average exceeding 60 minutes per maze.

**FINAL ANSWER: 55**",stop,159,530,689,success,,1,1,0,
43,5760,english,24,24,1,explicit_final,A store is having an anniversary sale. A tub of ice cream costs $2 less than its original price of $12 and the juice is sold at $2 for 5 cans. How much will you pay if you buy two tubs of ice cream and 10 cans of juice?,"**Reasoning**

1. Original price of a tub of ice cream = \$12.  
   Sale price = \$12 − \$2 = **\$10** per tub.

2. Juice price: \$2 for 5 cans → price per can = \$2 ÷ 5 = **\$0.40** per can.  
   For 10 cans: 10 × \$0.40 = **\$4**.

3. Cost for two tubs of ice cream: 2 × \$10 = **\$20**.

4. Total cost = cost of ice cream + cost of juice = \$20 + \$4 = **\$24**.

**Final numeric answer**

FINAL ANSWER: 24",stop,156,343,499,success,,1,1,0,
43,5760,darija,24,24,1,explicit_final,واحد الحانوت داير بروموسيون. واحد الطاسة د لاكلاص ناقصة بـ 2 دراهم على تمنها الأصلي اللي هو 12 درهم، والعصير كيبيعوه بـ 2 دراهم لـ 5 د الحكاك. شحال غادي تخلص إيلا شريتي 2 طاسات د لاكلاص و 10 د الحكاك د العصير؟,"The original price of one “طاسة د لاكلاص” is 12 د.  
The promotion reduces it by 2 د, so the discounted price is  

\[
12 - 2 = 10\text{ د per glass}.
\]

The juice is sold at a rate of 2 د for every 5 “حكاك”.  
Thus the price per “حكاك” is  

\[
\frac{2\text{ د}}{5\text{ حكاك}} = 0.4\text{ د per حكاك}.
\]

**Cost of 2 glasses of لاكلاص**

\[
2 \times 10\text{ د} = 20\text{ د}.
\]

**Cost of 10 حكاك of juice**

\[
10 \times 0.4\text{ د} = 4\text{ د}.
\]

**Total cost**

\[
20\text{ د} + 4\text{ د} = 24\text{ د}.
\]

FINAL ANSWER: 24",stop,188,714,902,success,,1,1,0,
44,3494,darija,13,13,1,explicit_final,ياسين خاصو يجفف الحمام والكوزينة. إلا كانت مساحة الحمام 24 قدم مربع والكوزينة 80 قدم مربع، وياسين كيقدر يجفف 8 أقدام مربعة فالدقيقة، شحال د الوقت غادي يخصو؟,"**Reasoning**

1. Compute the total area to be dried:  
   \[
   \text{Bathroom} = 24 \text{ ft}^2,\qquad \text{Kitchen} = 80 \text{ ft}^2
   \]
   \[
   \text{Total area} = 24 + 80 = 104 \text{ ft}^2
   \]

2. Yassin’s drying speed is \(8\) square feet per minute.

3. Time required is total area divided by speed:  
   \[
   \text{Time} = \frac{104\ \text{ft}^2}{8\ \text{ft}^2/\text{min}} = 13\ \text{minutes}
   \]

**Answer**

FINAL ANSWER: 13",stop,157,264,421,success,,1,1,0,
44,3494,english,13,13,1,explicit_final,"Jack needs to mop the bathroom and the kitchen. If the bathroom floor is 24 square feet and the kitchen floor is 80 square feet, and Jack can mop 8 square feet per minute, how many minutes does he spend mopping?","The total area Jack must mop is the sum of the bathroom and kitchen floors:

\[
24\text{ ft}^2 + 80\text{ ft}^2 = 104\text{ ft}^2
\]

Jack’s mopping speed is \(8\text{ ft}^2\) per minute.  
The time required is the total area divided by the rate:

\[
\text{Time} = \frac{104\text{ ft}^2}{8\text{ ft}^2/\text{min}} = 13\text{ minutes}
\]

**FINAL ANSWER: 13**",stop,148,183,331,success,,1,1,0,
45,2813,english,450,450,1,explicit_final,"Leila went to the supermarket to get some groceries. Then she headed to her mechanic to get her automobile fixed. If fixing her automobile cost $350 which was $50 more than thrice the amount she spent at the supermarket, how much has she spent altogether?","Let  

- \(x\) = amount (in dollars) Leila spent at the supermarket.  

The mechanic’s bill is $350 and it is described as “$50 more than thrice the amount she spent at the supermarket.”  
So  

\[
350 = 3x + 50
\]

Solve for \(x\):

\[
3x = 350 - 50 = 300 \\
x = \frac{300}{3} = 100
\]

She spent \$100 at the supermarket and \$350 at the mechanic.  

Total amount spent:

\[
100 + 350 = 450
\]

**FINAL ANSWER: 450**",stop,152,269,421,success,,1,1,0,
45,2813,darija,450,450,1,explicit_final,ليلى مشات للمارشي تقدى الخضرة. من بعد مشات عند الميكانيسيان باش تصاوب طوموبيلتها. إصلاح الطوموبيل تقام عليها بـ 350 درهم، وهاد التمن هو زايد بـ 50 درهم على 3 د المرات داكشي لي خسرات فالمارشي. شحال خسرات ليلى فالمجموع؟,"The repair cost is 350 DH and it is 50 DH more than three times the amount Laila lost at the market.

Let \(x\) be the loss at the market.

\[
350 = 3x + 50 \quad\Longrightarrow\quad 3x = 300 \quad\Longrightarrow\quad x = 100\text{ DH}
\]

Total loss = loss at market + repair cost  

\[
100\text{ DH} + 350\text{ DH} = 450\text{ DH}
\]

**FINAL ANSWER: 450**",stop,188,486,674,success,,1,1,0,
46,2299,darija,40,40,1,explicit_final,عبد العالي وخوه لاعبين ماتش د التنس. عبد العالي ربح 12 شوط وخوه ربح 18 شوط. شنو هي النسبة المئوية ديال الأشواط اللي ربح عبد العالي؟,"عبد العالي ربح 12 شوط، وخوه ربح 18 شوط.  
إجمالي الأشواط = 12 + 18 = 30 شوط.  

النسبة المئوية التي ربحها عبد العالي =  
\[
\frac{12}{30}\times 100 = 0.4 \times 100 = 40\%
\]

**FINAL ANSWER: 40**",stop,147,213,360,success,,1,1,0,
46,2299,english,40,40,1,explicit_final,Archibald and his brother are playing tennis against each other. Archibald has won 12 games and his brother has won 18. What percentage of games has Archibald won?,"Archibald has won \(12\) games out of a total of \(12 + 18 = 30\) games.

\[
\text{Percentage won} = \frac{12}{30} \times 100\% = 0.4 \times 100\% = 40\%
\]

**FINAL ANSWER: 40**",stop,138,134,272,success,,1,1,0,
47,1279,english,3000,3000,1,explicit_final,"Bill is buying healthcare on an exchange. The normal monthly price of the plan he wants is $500. The government will pay for part of this cost depending on Bill's income: 90% if he makes less than $10,000, 50% if he makes between $10,001 and $40,000, and 20% if he makes more than $50,000. Bill earns $25/hour and works 30 hours per week, four weeks per month. How much will Bill spend for health insurance in a year?","**Step‑by‑step reasoning**

1. **Compute Bill’s monthly earnings**  
   \[
   25\text{ dollars/hour} \times 30\text{ hours/week} \times 4\text{ weeks/month}=25 \times 120 = 3000\text{ dollars/month}
   \]

2. **Determine the applicable government subsidy**  
   - Bill’s monthly income is \$3,000, which corresponds to an annual income of  
     \[
     3000 \times 12 = 36{,}000\text{ dollars}
     \]
   - \$36,000 lies between \$10,001 and \$40,000, so the government pays **50 %** of the plan’s cost.

3. **Find Bill’s out‑of‑pocket monthly cost**  
   - Plan price = \$500 per month  
   - Government covers 50 % → \$250  
   - Bill pays the remaining 50 % → \$500 − \$250 = **\$250 per month**

4. **Compute the annual cost**  
   \[
   250\text{ dollars/month} \times 12\text{ months} = 3000\text{ dollars}
   \]

**Final numeric answer**

FINAL ANSWER: 3000",stop,209,470,679,success,,1,1,0,
47,1279,darija,3000,3000,1,explicit_final,بلال بغا يدير تأمين صحي. الواجب الشهري العادي هو 500 درهم. الدولة كاتعاون فالتأمين على حساب شحال كيدخل الواحد فالعام: 90% إيلا كان الدخل قل من 10 آلاف، 50% إيلا كان بين 10 آلاف و 40 ألف، و 20% إيلا كان كتر من 50 ألف. بلال كيتخلص 25 درهم فالساعة وكيخدم 30 ساعة فالسيمانة، لمدة 4 سيمانات فالشهر. شحال غايخلص بلال ديال فلوس التأمين فالعام كامل؟,"Bilan’s monthly earnings  

\[
25 \text{ DH/hour} \times 30 \text{ hours/week} \times 4 \text{ weeks/month}=25 \times 120 = 3000 \text{ DH/month}
\]

Annual income  

\[
3000 \text{ DH/month} \times 12 = 36\,000 \text{ DH/year}
\]

The state subsidy depends on the yearly income:

- < 10 000 DH → 90 % subsidy  
- 10 000 – 40 000 DH → 50 % subsidy  
- > 40 000 DH → 20 % subsidy  

Since 36 000 DH is between 10 000 and 40 000, Bilan receives a **50 %** subsidy.

The regular monthly insurance fee is 500 DH.  
Bilan must pay the remaining 50 %:

\[
\text{Monthly payment} = 500 \times (1-0.50)=250 \text{ DH}
\]

Annual payment:

\[
250 \text{ DH/month} \times 12 = 3000 \text{ DH}
\]

**FINAL ANSWER: 3000**",stop,233,767,1000,success,,1,1,0,
48,1769,darija,9,9,1,explicit_final,الأستاذة مليكة سولات القسم ديالها اللي فيه 30 تلميذ على اللون المفضل ديالهم. النص د القسم قالو الأخضر، والثلث ديال البنات قالو الغوز، والباقي د القسم قالو الصفر. إيلا كانو 18 بنت ف القسم، شحال من تلميذ كيفضل الصفر؟,"The class has 30 students.

- Half of the class chose green: \(\frac{1}{2}\times30 = 15\) students.
- There are 18 girls. One‑third of the girls chose “ghoz”: \(\frac{1}{3}\times18 = 6\) students.
- The remaining students chose “zero”.

So the number who chose “zero” is  
\(30 - (15 + 6) = 30 - 21 = 9\).

**FINAL ANSWER: 9**",stop,176,694,870,success,,1,1,0,
48,1769,english,9,9,1,explicit_final,"Miss Molly surveyed her class of 30 students about their favorite color. Half of the class answered green, one-third of the girls answered pink, and the rest of the class answered yellow. If there are 18 girls in the class, how many students like yellow best?","**Reasoning**

- Total students = 30.  
- Half answered green → \( \frac{1}{2}\times30 = 15\) students like green.  
- There are 18 girls. One‑third of the girls answered pink → \( \frac{1}{3}\times18 = 6\) students like pink.  
- The remaining students answered yellow.

Number who like yellow:
\[
30 - (15\text{ green} + 6\text{ pink}) = 30 - 21 = 9.
\]

**Answer**

FINAL ANSWER: 9",stop,154,283,437,success,,1,1,0,
49,6299,english,30,30,1,explicit_final,"Ariel began fencing in 2006. If she was born in 1992 and has been fencing for 16 years, how old is she now?","Ariel began fencing in 2006 and has been doing so for 16 years.  
Current year = 2006 + 16 = **2022**.  

She was born in 1992, so her present age = 2022 − 1992 = **30**.

**FINAL ANSWER: 30**",stop,131,243,374,success,,1,1,0,
49,6299,darija,30,29,0,explicit_final,آية بدات كتريني 'ليسكريم' (المسايفة) ف 2006. يلا كانت خلاقت ف 1992 وهادي 16 العام وهي كتريني، شحال ف عمرها دابا؟,"**Reasoning**

1. Aya was born in 1992.  
2. She began training in 2006.  
3. The statement “هادي 16 العام وهي كتريني” means “this is the 16th year she has been training.”  
   - The first year of training is 2006.  
   - Therefore the 16th year corresponds to:  
     \[
     2006 + (16-1) = 2006 + 15 = 2021.
     \]
4. To find her age in 2021, subtract her birth year from the current year:  
   \[
   2021 - 1992 = 29.
   \]

**Final numeric answer**

FINAL ANSWER: 29",stop,150,530,680,success,,0,0,0,
